order_id,customer_id,product_id,product_name,order_date,quantity,unit_price,total_amount,status,region,customer_segment
O00718,C1808,P005,Keyboard,2023-03-10,1,79.99,79.99,Refunded,East,Standard
O00719,C2167,P004,Headphones,2023-05-12,1,149.99,149.99,Completed,South,Standard
O00720,C3524,P008,Webcam,2024-05-12,3,89.99,269.97,Cancelled,Central,Premium
O00721,C4308,P010,Charger,2024-08-02,3,49.99,149.97,Cancelled,West,Premium
O00722,C4218,P006,Mouse,2023-01-05,2,29.99,59.98,Pending,West,Standard
O00723,C4595,P003,Tablet,2024-01-04,3,399.99,1199.97,Refunded,West,Standard
O00724,C3259,P005,Keyboard,2024-01-03,4,79.99,319.96,Completed,South,Basic
O00725,C4517,P002,Smartphone,2024-09-13,3,699.99,2099.97,Pending,Central,Premium
O00726,C4654,P002,Smartphone,2023-09-27,1,699.99,699.99,Completed,Central,Basic
O00727,C2659,P010,Charger,2023-02-01,5,49.99,249.95,Pending,North,Basic
O00728,C2933,P009,Speaker,2023-09-24,5,199.99,999.95,Pending,East,Standard
O00729,C1548,P010,Charger,2023-08-17,3,49.99,149.97,Refunded,Central,Basic
O00730,C3056,P007,Monitor,2023-04-03,3,299.99,899.97,Completed,South,Basic
O00731,C1574,P003,Tablet,2024-12-01,5,399.99,1999.95,Refunded,South,Premium
O00732,C4014,P010,Charger,2024-08-02,2,49.99,99.98,Refunded,East,Premium
O00733,C1257,P008,Webcam,2023-08-13,2,89.99,179.98,Cancelled,East,Premium
O00734,C4718,P004,Headphones,2023-02-13,5,149.99,749.95,Cancelled,West,Standard
O00735,C3656,P001,Laptop,2024-04-10,1,999.99,999.99,Cancelled,North,Basic
O00736,C3370,P005,Keyboard,2024-06-17,3,79.99,239.97,Pending,West,Basic
O00737,C3676,P006,Mouse,2024-01-23,5,29.99,149.95,Completed,Central,Standard
O00738,C2662,P004,Headphones,2024-01-21,5,149.99,749.95,Cancelled,East,Standard
O00739,C3055,P010,Charger,2024-05-08,1,49.99,49.99,Pending,West,Premium
O00740,C3635,P002,Smartphone,2023-08-24,5,699.99,3499.95,Cancelled,South,Premium
O00741,C3465,P003,Tablet,2023-07-11,3,399.99,1199.97,Completed,South,Standard
O00742,C3765,P002,Smartphone,2023-12-05,4,699.99,2799.96,Refunded,West,Premium
O00743,C1091,P003,Tablet,2024-08-27,4,399.99,1599.96,Pending,North,Premium
O00744,C1551,P010,Charger,2024-08-10,2,49.99,99.98,Completed,Central,Premium
O00745,C4778,P003,Tablet,2023-02-27,3,399.99,1199.97,Pending,Central,Standard
O00746,C4598,P010,Charger,2024-09-05,1,49.99,49.99,Cancelled,North,Premium
O00747,C4552,P010,Charger,2024-04-04,4,49.99,199.96,Refunded,South,Premium
O00748,C4254,P010,Charger,2024-02-25,2,49.99,99.98,Pending,Central,Basic
O00749,C3966,P005,Keyboard,2024-06-07,2,79.99,159.98,Cancelled,West,Basic
O00750,C2549,P002,Smartphone,2024-08-27,2,699.99,1399.98,Refunded,South,Premium
O00751,C4520,P004,Headphones,2023-01-17,5,149.99,749.95,Refunded,South,Basic
O00752,C4692,P003,Tablet,2023-04-09,4,399.99,1599.96,Completed,Central,Basic
O00753,C3700,P002,Smartphone,2023-05-01,4,699.99,2799.96,Pending,Central,Basic
O00754,C2723,P007,Monitor,2023-01-02,5,299.99,1499.95,Cancelled,North,Basic
O00755,C4843,P007,Monitor,2024-06-26,2,299.99,599.98,Refunded,West,Standard
O00756,C2742,P010,Charger,2024-08-26,1,49.99,49.99,Pending,East,Standard
O00757,C3450,P002,Smartphone,2023-08-27,3,699.99,2099.97,Refunded,East,Premium
O00758,C3140,P001,Laptop,2023-01-06,5,999.99,4999.95,Completed,Central,Premium
O00759,C2674,P004,Headphones,2024-01-20,3,149.99,449.97,Cancelled,North,Premium
O00760,C2070,P010,Charger,2024-03-12,3,49.99,149.97,Refunded,Central,Standard
O00761,C4092,P005,Keyboard,2024-09-18,4,79.99,319.96,Pending,West,Basic
O00762,C2516,P008,Webcam,2024-07-24,2,89.99,179.98,Refunded,East,Standard
O00763,C4013,P006,Mouse,2024-08-14,4,29.99,119.96,Pending,North,Basic
O00764,C1410,P008,Webcam,2023-08-24,2,89.99,179.98,Pending,Central,Standard
O00765,C3855,P009,Speaker,2023-12-13,5,199.99,999.95,Completed,South,Standard
O00766,C4372,P001,Laptop,2024-10-13,1,999.99,999.99,Pending,West,Basic
O00767,C2077,P002,Smartphone,2024-03-21,1,699.99,699.99,Pending,East,Premium
O00768,C4812,P001,Laptop,2024-09-15,4,999.99,3999.96,Refunded,Central,Basic
O00769,C1235,P005,Keyboard,2024-06-17,5,79.99,399.95,Pending,West,Standard
O00770,C2171,P004,Headphones,2023-01-11,5,149.99,749.95,Pending,North,Basic
O00771,C3519,P009,Speaker,2024-06-06,2,199.99,399.98,Pending,North,Standard
O00772,C1355,P001,Laptop,2023-09-02,2,999.99,1999.98,Cancelled,West,Standard
O00773,C3400,P007,Monitor,2024-11-16,4,299.99,1199.96,Pending,Central,Premium
O00774,C3251,P002,Smartphone,2024-12-21,1,699.99,699.99,Cancelled,Central,Basic
O00775,C1926,P006,Mouse,2023-12-23,3,29.99,89.97,Pending,West,Standard
O00776,C1716,P001,Laptop,2024-08-11,3,999.99,2999.97,Refunded,Central,Premium
O00777,C2205,P002,Smartphone,2024-07-26,5,699.99,3499.95,Cancelled,North,Basic
O00778,C2024,P009,Speaker,2023-09-21,5,199.99,999.95,Refunded,West,Basic
O00779,C4937,P004,Headphones,2024-05-10,3,149.99,449.97,Refunded,West,Basic
O00780,C2056,P008,Webcam,2023-01-29,1,89.99,89.99,Completed,West,Basic
O00781,C2689,P004,Headphones,2023-08-14,3,149.99,449.97,Cancelled,Central,Basic
O00782,C2176,P005,Keyboard,2023-01-10,2,79.99,159.98,Completed,West,Basic
O00783,C4814,P002,Smartphone,2023-12-17,5,699.99,3499.95,Pending,West,Standard
O00784,C2102,P004,Headphones,2023-12-29,5,149.99,749.95,Pending,South,Standard
O00785,C4574,P004,Headphones,2023-07-24,2,149.99,299.98,Cancelled,South,Premium
O00786,C2458,P004,Headphones,2023-07-27,5,149.99,749.95,Pending,North,Premium
O00787,C1027,P008,Webcam,2023-03-22,5,89.99,449.95,Completed,West,Standard
O00788,C4678,P006,Mouse,2024-09-27,4,29.99,119.96,Cancelled,West,Premium
O00789,C1909,P005,Keyboard,2024-06-07,4,79.99,319.96,Pending,North,Basic
O00790,C1133,P008,Webcam,2024-03-09,5,89.99,449.95,Cancelled,West,Basic
O00791,C3860,P008,Webcam,2023-06-28,1,89.99,89.99,Refunded,East,Basic
O00792,C2554,P001,Laptop,2023-01-09,2,999.99,1999.98,Completed,East,Standard
O00793,C3246,P005,Keyboard,2024-09-19,2,79.99,159.98,Cancelled,South,Standard
O00794,C2498,P010,Charger,2024-04-27,3,49.99,149.97,Pending,West,Standard
O00795,C2495,P007,Monitor,2023-08-04,3,299.99,899.97,Refunded,East,Standard
O00796,C3358,P010,Charger,2023-07-04,2,49.99,99.98,Pending,North,Basic
O00797,C2770,P004,Headphones,2023-10-04,5,149.99,749.95,Refunded,South,Premium
O00798,C1723,P008,Webcam,2023-06-03,1,89.99,89.99,Refunded,West,Premium
O00799,C3951,P009,Speaker,2024-10-07,5,199.99,999.95,Cancelled,West,Standard
O00800,C1195,P009,Speaker,2023-09-14,5,199.99,999.95,Refunded,North,Basic
O00801,C4333,P001,Laptop,2023-06-17,2,999.99,1999.98,Cancelled,West,Basic
O00802,C2064,P008,Webcam,2023-04-09,3,89.99,269.97,Cancelled,East,Basic
O00803,C1081,P005,Keyboard,2024-07-24,3,79.99,239.97,Refunded,North,Standard
O00804,C3362,P010,Charger,2024-11-26,2,49.99,99.98,Pending,East,Standard
O00805,C4173,P009,Speaker,2023-11-29,4,199.99,799.96,Refunded,North,Standard
O00806,C3587,P005,Keyboard,2024-09-20,4,79.99,319.96,Pending,South,Basic
O00807,C3341,P007,Monitor,2023-12-12,5,299.99,1499.95,Refunded,North,Premium
O00808,C2284,P006,Mouse,2023-06-15,2,29.99,59.98,Cancelled,East,Basic
O00809,C2111,P010,Charger,2023-10-01,4,49.99,199.96,Refunded,East,Basic
O00810,C2695,P009,Speaker,2024-08-24,4,199.99,799.96,Pending,South,Premium
O00811,C4852,P004,Headphones,2023-05-09,3,149.99,449.97,Completed,South,Premium
O00812,C1261,P002,Smartphone,2024-02-11,1,699.99,699.99,Refunded,Central,Premium
O00813,C4133,P007,Monitor,2023-01-27,5,299.99,1499.95,Completed,North,Standard
O00814,C3682,P003,Tablet,2024-09-24,1,399.99,399.99,Refunded,East,Premium
O00815,C3566,P005,Keyboard,2023-09-11,4,79.99,319.96,Pending,South,Basic
O00816,C3717,P001,Laptop,2023-06-24,1,999.99,999.99,Cancelled,East,Standard
O00817,C3246,P009,Speaker,2024-04-23,3,199.99,599.97,Refunded,South,Basic
O00818,C3447,P003,Tablet,2024-07-06,5,399.99,1999.95,Refunded,Central,Standard
O00819,C4722,P009,Speaker,2024-06-20,3,199.99,599.97,Cancelled,West,Basic
O00820,C2261,P002,Smartphone,2023-08-21,4,699.99,2799.96,Cancelled,West,Standard
O00821,C1000,P005,Keyboard,2023-06-09,1,79.99,79.99,Pending,East,Standard
O00822,C3817,P009,Speaker,2024-04-25,1,199.99,199.99,Refunded,West,Standard
O00823,C3445,P007,Monitor,2023-01-10,3,299.99,899.97,Pending,North,Basic
O00824,C4613,P004,Headphones,2024-01-18,4,149.99,599.96,Refunded,West,Premium
O00825,C1903,P007,Monitor,2023-06-17,4,299.99,1199.96,Cancelled,North,Standard
O00826,C4131,P004,Headphones,2024-10-02,5,149.99,749.95,Cancelled,East,Basic
O00827,C1770,P005,Keyboard,2024-06-28,4,79.99,319.96,Completed,South,Premium
O00828,C3530,P002,Smartphone,2023-10-24,4,699.99,2799.96,Refunded,East,Basic
O00829,C2313,P008,Webcam,2024-09-29,2,89.99,179.98,Completed,South,Premium
O00830,C4982,P001,Laptop,2024-07-01,2,999.99,1999.98,Completed,East,Standard
O00831,C1953,P008,Webcam,2023-05-09,1,89.99,89.99,Completed,South,Premium
O00832,C2721,P004,Headphones,2024-05-20,3,149.99,449.97,Cancelled,West,Standard
O00833,C1328,P001,Laptop,2024-04-19,3,999.99,2999.97,Pending,North,Standard
O00834,C2925,P002,Smartphone,2024-02-06,5,699.99,3499.95,Pending,South,Standard
O00835,C4991,P001,Laptop,2024-01-26,1,999.99,999.99,Pending,West,Standard
O00836,C2887,P001,Laptop,2023-09-11,2,999.99,1999.98,Completed,Central,Basic
O00837,C3791,P008,Webcam,2023-08-02,4,89.99,359.96,Cancelled,East,Premium
O00838,C3133,P001,Laptop,2024-10-06,5,999.99,4999.95,Completed,East,Standard
O00839,C2476,P005,Keyboard,2024-10-15,2,79.99,159.98,Completed,South,Premium
O00840,C1061,P007,Monitor,2023-08-30,3,299.99,899.97,Pending,East,Basic
O00841,C1036,P007,Monitor,2023-05-03,2,299.99,599.98,Completed,Central,Basic
O00842,C2521,P010,Charger,2024-05-01,2,49.99,99.98,Completed,South,Premium
O00843,C2386,P002,Smartphone,2024-05-26,5,699.99,3499.95,Completed,North,Standard
O00844,C4241,P003,Tablet,2024-10-22,5,399.99,1999.95,Completed,South,Standard
O00845,C4229,P006,Mouse,2023-08-27,5,29.99,149.95,Cancelled,West,Basic
O00846,C2467,P001,Laptop,2023-07-17,4,999.99,3999.96,Pending,East,Premium
O00847,C2207,P008,Webcam,2024-05-11,5,89.99,449.95,Refunded,South,Basic
O00848,C2325,P009,Speaker,2023-07-11,3,199.99,599.97,Refunded,East,Basic
O00849,C3175,P003,Tablet,2024-07-21,1,399.99,399.99,Pending,West,Standard
O00850,C2859,P009,Speaker,2023-09-27,3,199.99,599.97,Completed,Central,Standard
O00851,C4509,P001,Laptop,2023-07-09,5,999.99,4999.95,Cancelled,Central,Premium
O00852,C4354,P002,Smartphone,2023-11-25,5,699.99,3499.95,Refunded,South,Basic
O00853,C1631,P008,Webcam,2024-11-30,5,89.99,449.95,Cancelled,East,Standard
O00854,C1394,P006,Mouse,2024-10-18,1,29.99,29.99,Completed,North,Premium
O00855,C1438,P001,Laptop,2023-07-02,2,999.99,1999.98,Refunded,South,Premium
O00856,C3694,P010,Charger,2023-02-02,4,49.99,199.96,Refunded,Central,Basic
O00857,C1201,P010,Charger,2024-12-19,3,49.99,149.97,Cancelled,South,Basic
O00858,C3685,P001,Laptop,2023-03-14,2,999.99,1999.98,Refunded,North,Standard
O00859,C3285,P001,Laptop,2024-10-16,3,999.99,2999.97,Refunded,East,Basic
O00860,C3166,P010,Charger,2023-03-01,3,49.99,149.97,Completed,North,Standard
O00861,C1397,P004,Headphones,2023-03-21,5,149.99,749.95,Completed,South,Basic
O00862,C3155,P004,Headphones,2024-01-30,2,149.99,299.98,Pending,Central,Basic
O00863,C2700,P009,Speaker,2023-07-03,5,199.99,999.95,Completed,Central,Standard
O00864,C4616,P008,Webcam,2024-11-21,4,89.99,359.96,Completed,South,Premium
O00865,C2382,P007,Monitor,2024-07-17,5,299.99,1499.95,Pending,Central,Basic
O00866,C3253,P006,Mouse,2024-03-29,3,29.99,89.97,Cancelled,East,Standard
O00867,C3492,P007,Monitor,2024-10-10,3,299.99,899.97,Pending,Central,Basic
O00868,C4793,P007,Monitor,2023-08-08,5,299.99,1499.95,Cancelled,East,Standard
O00869,C3974,P007,Monitor,2024-04-03,1,299.99,299.99,Completed,East,Basic
O00870,C4646,P009,Speaker,2023-01-17,2,199.99,399.98,Cancelled,North,Standard
O00871,C1088,P004,Headphones,2023-08-16,3,149.99,449.97,Cancelled,Central,Basic
O00872,C1633,P010,Charger,2024-07-23,5,49.99,249.95,Completed,North,Standard
O00873,C2085,P003,Tablet,2023-12-31,2,399.99,799.98,Cancelled,Central,Premium
O00874,C1376,P005,Keyboard,2023-08-27,3,79.99,239.97,Refunded,Central,Premium
O00875,C1708,P006,Mouse,2023-03-21,4,29.99,119.96,Refunded,Central,Premium
O00876,C3993,P005,Keyboard,2024-09-01,1,79.99,79.99,Refunded,North,Premium
O00877,C2706,P006,Mouse,2023-12-09,4,29.99,119.96,Completed,South,Basic
O00878,C3596,P010,Charger,2024-10-30,1,49.99,49.99,Refunded,North,Standard
O00879,C3211,P001,Laptop,2024-06-20,3,999.99,2999.97,Pending,East,Basic
O00880,C1206,P004,Headphones,2024-12-15,2,149.99,299.98,Refunded,West,Basic
O00881,C1909,P009,Speaker,2024-08-12,1,199.99,199.99,Refunded,East,Standard
O00882,C1338,P003,Tablet,2023-06-01,3,399.99,1199.97,Refunded,Central,Basic
O00883,C2075,P009,Speaker,2023-02-20,4,199.99,799.96,Completed,West,Basic
O00884,C2969,P003,Tablet,2024-03-20,2,399.99,799.98,Pending,West,Standard
O00885,C3298,P010,Charger,2024-10-29,2,49.99,99.98,Pending,South,Premium
O00886,C3804,P007,Monitor,2023-09-30,3,299.99,899.97,Completed,North,Basic
O00887,C2426,P007,Monitor,2024-02-28,3,299.99,899.97,Pending,East,Standard
O00888,C1693,P001,Laptop,2024-08-31,3,999.99,2999.97,Cancelled,Central,Standard
O00889,C1183,P003,Tablet,2024-09-30,4,399.99,1599.96,Pending,South,Basic
O00890,C1460,P003,Tablet,2024-01-18,1,399.99,399.99,Completed,South,Basic
O00891,C2406,P005,Keyboard,2023-06-01,1,79.99,79.99,Completed,East,Standard
O00892,C1856,P001,Laptop,2024-04-27,3,999.99,2999.97,Pending,South,Basic
O00893,C2978,P005,Keyboard,2024-06-19,5,79.99,399.95,Pending,North,Standard
O00894,C2046,P009,Speaker,2024-08-19,1,199.99,199.99,Pending,North,Standard
O00895,C1217,P010,Charger,2023-07-25,3,49.99,149.97,Refunded,North,Premium
O00896,C4540,P005,Keyboard,2024-02-02,3,79.99,239.97,Completed,North,Standard
O00897,C2559,P007,Monitor,2024-10-26,2,299.99,599.98,Completed,East,Standard
O00898,C1763,P009,Speaker,2024-09-03,1,199.99,199.99,Pending,Central,Standard
O00899,C2013,P001,Laptop,2024-07-28,1,999.99,999.99,Cancelled,East,Standard
O00900,C2420,P003,Tablet,2024-02-07,1,399.99,399.99,Cancelled,East,Basic
O00901,C2129,P004,Headphones,2023-11-06,5,149.99,749.95,Completed,East,Standard
O00902,C1923,P009,Speaker,2023-01-31,3,199.99,599.97,Pending,East,Standard
O00903,C3989,P003,Tablet,2024-11-03,1,399.99,399.99,Refunded,Central,Basic
O00904,C1984,P004,Headphones,2024-09-19,4,149.99,599.96,Pending,West,Standard
O00905,C3220,P006,Mouse,2024-09-11,4,29.99,119.96,Pending,South,Basic
O00906,C3801,P010,Charger,2023-05-22,5,49.99,249.95,Pending,South,Standard
O00907,C2761,P009,Speaker,2024-12-06,2,199.99,399.98,Pending,Central,Premium
O00908,C3183,P002,Smartphone,2023-11-22,5,699.99,3499.95,Completed,South,Standard
O00909,C4605,P001,Laptop,2023-05-30,3,999.99,2999.97,Refunded,West,Standard
O00910,C4191,P005,Keyboard,2024-03-29,2,79.99,159.98,Pending,North,Premium
O00911,C3527,P001,Laptop,2023-07-09,5,999.99,4999.95,Cancelled,Central,Basic
O00912,C1951,P004,Headphones,2024-09-19,5,149.99,749.95,Pending,North,Standard
O00913,C3057,P008,Webcam,2023-03-23,2,89.99,179.98,Refunded,East,Premium
O00914,C1563,P008,Webcam,2024-02-01,4,89.99,359.96,Pending,South,Premium
O00915,C4790,P007,Monitor,2023-02-03,1,299.99,299.99,Cancelled,West,Premium
O00916,C1270,P004,Headphones,2024-11-18,2,149.99,299.98,Pending,West,Basic
O00917,C4635,P006,Mouse,2024-05-16,4,29.99,119.96,Pending,West,Standard
O00918,C3949,P010,Charger,2023-02-12,4,49.99,199.96,Cancelled,West,Basic
O00919,C3151,P010,Charger,2024-08-08,5,49.99,249.95,Completed,Central,Premium
O00920,C4595,P008,Webcam,2024-04-07,1,89.99,89.99,Pending,Central,Basic
O00921,C2586,P001,Laptop,2024-02-10,5,999.99,4999.95,Completed,South,Standard
O00922,C4168,P007,Monitor,2024-03-26,3,299.99,899.97,Cancelled,West,Premium
O00923,C4764,P005,Keyboard,2024-03-08,5,79.99,399.95,Completed,Central,Premium
O00924,C3959,P008,Webcam,2024-04-19,1,89.99,89.99,Completed,South,Basic
O00925,C2610,P009,Speaker,2024-12-13,2,199.99,399.98,Refunded,East,Standard
O00926,C3417,P003,Tablet,2023-01-26,4,399.99,1599.96,Pending,West,Premium
O00927,C3942,P006,Mouse,2023-09-14,2,29.99,59.98,Completed,North,Premium
O00928,C1349,P008,Webcam,2024-12-24,3,89.99,269.97,Refunded,Central,Basic
O00929,C2558,P007,Monitor,2023-06-13,5,299.99,1499.95,Completed,South,Standard
O00930,C4558,P003,Tablet,2024-08-02,2,399.99,799.98,Pending,South,Basic
O00931,C2267,P007,Monitor,2023-02-22,3,299.99,899.97,Refunded,East,Basic
O00932,C4933,P002,Smartphone,2023-07-05,2,699.99,1399.98,Pending,North,Basic
O00933,C3038,P001,Laptop,2023-09-17,4,999.99,3999.96,Refunded,Central,Premium
O00934,C1888,P008,Webcam,2024-09-14,2,89.99,179.98,Refunded,West,Standard
O00935,C3458,P002,Smartphone,2024-03-28,5,699.99,3499.95,Completed,South,Basic
O00936,C4359,P010,Charger,2023-10-12,5,49.99,249.95,Pending,North,Premium
O00937,C1150,P001,Laptop,2023-06-01,3,999.99,2999.97,Pending,North,Basic
O00938,C2356,P010,Charger,2024-08-14,3,49.99,149.97,Completed,North,Premium
O00939,C3752,P003,Tablet,2024-03-02,2,399.99,799.98,Cancelled,Central,Basic
O00940,C4224,P010,Charger,2024-12-09,5,49.99,249.95,Pending,West,Basic
O00941,C1381,P006,Mouse,2024-08-15,1,29.99,29.99,Cancelled,East,Standard
O00942,C4454,P002,Smartphone,2024-01-24,4,699.99,2799.96,Completed,East,Standard
O00943,C2348,P002,Smartphone,2023-05-18,3,699.99,2099.97,Refunded,Central,Premium
O00944,C1238,P004,Headphones,2024-12-13,5,149.99,749.95,Completed,Central,Basic
O00945,C2981,P009,Speaker,2024-10-06,1,199.99,199.99,Cancelled,West,Basic
O00946,C3355,P005,Keyboard,2023-11-21,5,79.99,399.95,Cancelled,South,Basic
O00947,C3986,P008,Webcam,2024-07-30,5,89.99,449.95,Refunded,West,Premium
O00948,C1792,P004,Headphones,2024-09-16,3,149.99,449.97,Completed,North,Premium
O00949,C4275,P002,Smartphone,2024-04-21,2,699.99,1399.98,Refunded,West,Premium
O00950,C4301,P006,Mouse,2023-12-08,5,29.99,149.95,Pending,North,Basic
O00951,C4236,P005,Keyboard,2023-07-26,3,79.99,239.97,Completed,East,Standard
O00952,C4141,P009,Speaker,2024-06-02,3,199.99,599.97,Completed,North,Basic
O00953,C3967,P006,Mouse,2023-12-08,4,29.99,119.96,Completed,South,Premium
O00954,C4752,P006,Mouse,2023-12-05,4,29.99,119.96,Refunded,North,Basic
O00955,C3569,P008,Webcam,2023-05-20,2,89.99,179.98,Refunded,Central,Standard
O00956,C4420,P007,Monitor,2024-04-18,1,299.99,299.99,Cancelled,Central,Basic
O00957,C3194,P006,Mouse,2024-11-25,5,29.99,149.95,Completed,South,Basic
O00958,C1271,P006,Mouse,2024-12-02,3,29.99,89.97,Pending,East,Premium
O00959,C4450,P007,Monitor,2023-12-14,5,299.99,1499.95,Pending,Central,Basic
O00960,C1478,P003,Tablet,2024-02-03,5,399.99,1999.95,Cancelled,East,Basic
O00961,C1355,P005,Keyboard,2023-02-02,4,79.99,319.96,Refunded,South,Standard
O00962,C3150,P005,Keyboard,2024-04-07,2,79.99,159.98,Cancelled,South,Premium
O00963,C4741,P001,Laptop,2024-01-19,2,999.99,1999.98,Completed,West,Basic
O00964,C1631,P008,Webcam,2023-01-26,5,89.99,449.95,Pending,East,Standard
O00965,C1586,P005,Keyboard,2024-06-20,3,79.99,239.97,Completed,Central,Basic
O00966,C2881,P004,Headphones,2023-05-16,1,149.99,149.99,Refunded,Central,Premium
O00967,C3814,P005,Keyboard,2023-01-05,1,79.99,79.99,Completed,East,Standard
O00968,C4138,P002,Smartphone,2023-02-17,5,699.99,3499.95,Cancelled,North,Basic
O00969,C1821,P004,Headphones,2023-11-16,3,149.99,449.97,Pending,East,Standard
O00970,C3748,P006,Mouse,2024-06-29,4,29.99,119.96,Completed,East,Premium
O00971,C1062,P005,Keyboard,2023-06-11,1,79.99,79.99,Completed,South,Basic
O00972,C2110,P009,Speaker,2023-12-25,3,199.99,599.97,Pending,East,Basic
O00973,C2275,P003,Tablet,2023-09-08,1,399.99,399.99,Cancelled,Central,Standard
O00974,C2928,P003,Tablet,2023-02-21,1,399.99,399.99,Completed,North,Standard
O00975,C2605,P002,Smartphone,2023-02-25,4,699.99,2799.96,Pending,Central,Basic
O00976,C2456,P008,Webcam,2024-10-06,5,89.99,449.95,Cancelled,East,Premium
O00977,C4988,P009,Speaker,2024-12-31,1,199.99,199.99,Refunded,Central,Premium
O00978,C2866,P008,Webcam,2023-04-06,1,89.99,89.99,Cancelled,West,Standard
O00979,C4527,P004,Headphones,2023-08-26,2,149.99,299.98,Cancelled,East,Standard
O00980,C2856,P006,Mouse,2023-07-07,3,29.99,89.97,Refunded,North,Premium
O00981,C2960,P002,Smartphone,2024-05-01,3,699.99,2099.97,Refunded,South,Standard
O00982,C1521,P010,Charger,2023-12-23,5,49.99,249.95,Completed,West,Basic
O00983,C3660,P006,Mouse,2023-04-20,5,29.99,149.95,Completed,East,Basic
O00984,C2693,P007,Monitor,2024-04-17,5,299.99,1499.95,Pending,Central,Premium
O00985,C2572,P003,Tablet,2024-07-15,4,399.99,1599.96,Completed,East,Premium
O00986,C4212,P010,Charger,2024-12-11,4,49.99,199.96,Refunded,Central,Standard
O00987,C3714,P004,Headphones,2024-07-11,2,149.99,299.98,Completed,Central,Standard
O00988,C2896,P010,Charger,2023-04-28,5,49.99,249.95,Cancelled,Central,Premium
O00989,C4915,P003,Tablet,2024-03-31,3,399.99,1199.97,Refunded,North,Basic
O00990,C2341,P010,Charger,2023-04-22,4,49.99,199.96,Refunded,North,Premium
O00991,C4699,P003,Tablet,2023-08-11,5,399.99,1999.95,Completed,South,Basic
O00992,C2193,P008,Webcam,2023-06-02,5,89.99,449.95,Refunded,Central,Basic
O00993,C3791,P004,Headphones,2024-04-02,2,149.99,299.98,Cancelled,East,Basic
O00994,C3940,P005,Keyboard,2024-11-26,4,79.99,319.96,Cancelled,North,Basic
O00995,C2655,P010,Charger,2023-01-09,5,49.99,249.95,Pending,East,Premium
O00996,C1003,P009,Speaker,2024-01-14,1,199.99,199.99,Cancelled,North,Standard
O00997,C3876,P004,Headphones,2023-02-01,4,149.99,599.96,Refunded,East,Basic
O00998,C2782,P007,Monitor,2024-01-27,4,299.99,1199.96,Pending,South,Standard
O00999,C2575,P004,Headphones,2023-05-23,5,149.99,749.95,Cancelled,West,Premium
O01000,C1047,P003,Tablet,2023-10-23,2,399.99,799.98,Completed,North,Premium
O01001,C1346,P007,Monitor,2024-05-13,2,299.99,599.98,Pending,West,Standard
O01002,C3552,P010,Charger,2024-12-13,4,49.99,199.96,Pending,West,Basic
O01003,C2575,P009,Speaker,2024-03-10,4,199.99,799.96,Cancelled,South,Premium
O01004,C3367,P010,Charger,2024-03-10,1,49.99,49.99,Refunded,South,Basic
O01005,C4795,P005,Keyboard,2024-05-28,4,79.99,319.96,Cancelled,North,Premium
O01006,C1463,P008,Webcam,2024-08-04,3,89.99,269.97,Refunded,North,Premium
O01007,C3117,P005,Keyboard,2024-06-23,4,79.99,319.96,Completed,Central,Basic
O01008,C3583,P004,Headphones,2023-04-01,4,149.99,599.96,Completed,Central,Basic
O01009,C4701,P010,Charger,2023-11-16,1,49.99,49.99,Cancelled,Central,Premium
O01010,C4711,P008,Webcam,2024-04-25,5,89.99,449.95,Refunded,Central,Basic
O01011,C4934,P007,Monitor,2023-12-06,3,299.99,899.97,Cancelled,East,Premium
O01012,C3977,P010,Charger,2023-02-06,3,49.99,149.97,Cancelled,North,Basic
O01013,C3346,P010,Charger,2024-04-29,2,49.99,99.98,Completed,East,Basic
O01014,C2985,P001,Laptop,2024-10-01,3,999.99,2999.97,Completed,South,Basic
O01015,C1542,P005,Keyboard,2023-03-20,3,79.99,239.97,Cancelled,East,Standard
O01016,C1715,P002,Smartphone,2023-01-15,5,699.99,3499.95,Pending,West,Standard
O01017,C2986,P005,Keyboard,2023-06-29,2,79.99,159.98,Pending,Central,Premium
O01018,C3439,P002,Smartphone,2023-12-18,2,699.99,1399.98,Pending,West,Standard
O01019,C3973,P004,Headphones,2024-01-28,4,149.99,599.96,Pending,South,Basic
O01020,C4094,P001,Laptop,2023-12-20,3,999.99,2999.97,Completed,North,Premium
O01021,C2234,P007,Monitor,2024-04-20,4,299.99,1199.96,Refunded,Central,Premium
O01022,C2075,P007,Monitor,2024-01-24,4,299.99,1199.96,Pending,Central,Standard
O01023,C2564,P005,Keyboard,2023-01-13,4,79.99,319.96,Cancelled,Central,Basic
O01024,C3610,P002,Smartphone,2023-02-12,5,699.99,3499.95,Cancelled,West,Basic
O01025,C2107,P005,Keyboard,2024-10-29,3,79.99,239.97,Cancelled,North,Standard
O01026,C2888,P010,Charger,2024-11-01,4,49.99,199.96,Pending,Central,Premium
O01027,C2283,P006,Mouse,2024-06-16,2,29.99,59.98,Completed,North,Premium
O01028,C3151,P007,Monitor,2023-01-13,1,299.99,299.99,Completed,West,Standard
O01029,C1790,P005,Keyboard,2023-08-13,3,79.99,239.97,Completed,North,Basic
O01030,C3689,P001,Laptop,2023-04-05,5,999.99,4999.95,Pending,Central,Basic
O01031,C4507,P002,Smartphone,2023-05-05,1,699.99,699.99,Pending,West,Basic
O01032,C4670,P010,Charger,2024-10-25,2,49.99,99.98,Completed,South,Standard
